order_id,customer_id,product_id,store_id,payment_id,order_timestamp,quantity,unit_price,discount,tax,shipping_cost,total_amount,order_status,delivery_days,channel
ORD0004464,CUST00561,PROD00068,STORE007,PAY0004464,2025-08-11 17:38:11,2,345.1,48.62,34.51,7.23,683.32,Returned,8,Web
ORD0004465,CUST00367,PROD00107,STORE042,PAY0004465,2025-07-02 05:37:51,1,965.54,46.62,96.55,9.17,1024.64,Delivered,8,Mobile App
ORD0004466,CUST00134,PROD00177,STORE041,PAY0004466,2026-02-18 11:44:45,5,130.68,13.5,13.07,11.14,664.11,Delivered,4,Web
ORD0004467,CUST00666,PROD00247,STORE001,PAY0004467,2026-05-04 19:34:16,4,933.72,41.53,93.37,16.72,3803.44,Shipped,9,Mobile App
ORD0004468,CUST00182,PROD00064,STORE009,PAY0004468,2026-04-30 06:02:47,2,331.64,22.17,33.16,12.25,686.52,Shipped,1,Web
ORD0004469,CUST00130,PROD00290,STORE022,PAY0004469,2025-12-16 09:10:31,2,529.37,22.44,52.94,7.88,1097.12,Returned,5,Mobile App
ORD0004470,CUST00451,PROD00170,STORE032,PAY0004470,2026-03-16 08:02:41,3,155.63,32.03,15.56,5.98,456.4,Delivered,9,Web
ORD0004471,CUST00205,PROD00198,STORE047,PAY0004471,2026-01-05 14:13:01,4,518.17,5.14,51.82,15.24,2134.6,Returned,3,Mobile App
ORD0004472,CUST00245,PROD00221,STORE022,PAY0004472,2025-07-07 22:23:42,2,794.11,34.42,79.41,13.48,1646.69,Shipped,3,Mobile App
ORD0004473,CUST00166,PROD00290,STORE022,PAY0004473,2025-05-22 23:15:49,2,529.37,16.83,52.94,7.76,1102.61,Cancelled,8,Mobile App
ORD0004474,CUST00236,PROD00122,STORE034,PAY0004474,2026-01-22 01:40:05,3,357.36,24.61,35.74,6.66,1089.87,Shipped,1,Mobile App
ORD0004475,CUST00344,PROD00236,STORE009,PAY0004475,2025-10-26 04:17:14,2,444.36,9.12,44.44,6.24,930.28,Cancelled,1,Web
ORD0004476,CUST00994,PROD00062,STORE018,PAY0004476,2026-03-18 15:16:00,2,281.2,48.28,28.12,20.0,562.24,Cancelled,4,In-Store
ORD0004477,CUST00942,PROD00300,STORE050,PAY0004477,2025-08-02 23:33:06,2,300.74,17.95,30.07,5.49,619.09,Delivered,3,Web
ORD0004478,CUST00387,PROD00131,STORE027,PAY0004478,2026-02-24 02:17:43,5,290.95,13.99,29.09,16.33,1486.18,Shipped,6,In-Store
ORD0004479,CUST00712,PROD00114,STORE021,PAY0004479,2025-09-02 12:47:05,1,748.85,41.98,74.89,15.65,797.41,Returned,5,Mobile App
ORD0004480,CUST00510,PROD00075,STORE013,PAY0004480,2025-06-11 05:44:22,4,739.32,42.67,73.93,13.72,3002.26,Cancelled,9,Web
ORD0004481,CUST00236,PROD00243,STORE016,PAY0004481,2025-08-10 09:19:04,3,563.97,9.24,56.4,12.68,1751.75,Delivered,10,Web
ORD0004482,CUST00523,PROD00093,STORE012,PAY0004482,2026-01-22 22:55:09,3,481.53,30.28,48.15,11.97,1474.43,Delivered,6,In-Store
ORD0004483,CUST00967,PROD00101,STORE028,PAY0004483,2025-09-11 06:33:16,3,762.04,32.15,76.2,19.81,2349.98,Shipped,6,Web
ORD0004484,CUST00913,PROD00167,STORE002,PAY0004484,2026-05-03 06:01:55,4,119.26,17.82,11.93,8.38,479.53,Delivered,4,In-Store
ORD0004485,CUST00222,PROD00091,STORE015,PAY0004485,2026-02-09 11:17:25,3,632.59,33.34,63.26,9.88,1937.57,Returned,2,Mobile App
ORD0004486,CUST00609,PROD00209,STORE020,PAY0004486,2026-03-04 01:22:34,4,163.5,20.06,16.35,10.13,660.42,Shipped,8,Mobile App
ORD0004487,CUST00938,PROD00122,STORE036,PAY0004487,2025-07-27 16:00:57,2,357.36,11.51,35.74,18.82,757.77,Returned,2,Mobile App
ORD0004488,CUST00750,PROD00272,STORE048,PAY0004488,2025-10-27 05:17:40,2,609.98,25.46,61.0,7.25,1262.75,Cancelled,10,Web
ORD0004489,CUST00668,PROD00205,STORE043,PAY0004489,2026-01-07 22:25:04,2,644.14,30.66,64.41,12.79,1334.82,Cancelled,2,In-Store
ORD0004490,CUST00707,PROD00018,STORE017,PAY0004490,2025-06-16 12:32:26,3,745.85,38.93,74.59,11.72,2284.93,Shipped,9,Mobile App
ORD0004491,CUST00089,PROD00242,STORE007,PAY0004491,2025-07-25 19:25:51,4,915.89,30.86,91.59,8.77,3733.06,Delivered,9,Web
ORD0004492,CUST00059,PROD00030,STORE046,PAY0004492,2025-10-16 17:05:45,1,467.61,17.14,46.76,15.8,513.03,Shipped,5,Web
ORD0004493,CUST00826,PROD00291,STORE049,PAY0004493,2025-06-21 19:05:32,5,171.68,29.15,17.17,15.77,862.19,Returned,2,Web
ORD0004494,CUST00135,PROD00009,STORE010,PAY0004494,2025-08-05 06:27:03,4,577.01,15.51,57.7,9.45,2359.68,Delivered,3,Web
ORD0004495,CUST00472,PROD00030,STORE002,PAY0004495,2025-09-08 08:09:23,5,467.61,5.76,46.76,16.15,2395.2,Returned,8,In-Store
ORD0004496,CUST00031,PROD00292,STORE020,PAY0004496,2025-06-08 21:26:18,5,378.33,46.44,37.83,8.83,1891.87,Delivered,2,Web
ORD0004497,CUST00410,PROD00208,STORE050,PAY0004497,2025-09-04 13:37:19,2,676.85,5.01,67.69,10.02,1426.4,Delivered,1,In-Store
ORD0004498,CUST00951,PROD00242,STORE044,PAY0004498,2025-11-11 17:57:32,2,915.89,36.87,91.59,10.39,1896.89,Shipped,10,Web
ORD0004499,CUST00278,PROD00014,STORE010,PAY0004499,2025-07-27 07:55:45,5,219.13,7.94,21.91,17.78,1127.4,Returned,9,In-Store
ORD0004500,CUST00736,PROD00283,STORE027,PAY0004500,2025-10-31 16:04:29,3,486.35,48.3,48.64,19.27,1478.66,Returned,2,Web
ORD0004501,CUST00359,PROD00116,STORE039,PAY0004501,2026-01-08 00:08:08,2,526.17,37.86,52.62,5.64,1072.74,Shipped,3,Mobile App
ORD0004502,CUST00730,PROD00039,STORE014,PAY0004502,2026-04-09 14:54:01,4,964.93,4.46,96.49,8.69,3960.44,Shipped,1,In-Store
ORD0004503,CUST00858,PROD00010,STORE040,PAY0004503,2026-01-15 18:56:05,5,774.96,14.01,77.5,15.99,3954.28,Returned,9,Mobile App
ORD0004504,CUST00121,PROD00300,STORE018,PAY0004504,2026-02-11 21:50:24,4,300.74,28.67,30.07,9.19,1213.55,Cancelled,9,In-Store
ORD0004505,CUST00826,PROD00041,STORE028,PAY0004505,2025-12-17 11:11:28,5,153.39,16.93,15.34,18.77,784.13,Shipped,8,Mobile App
ORD0004506,CUST00633,PROD00088,STORE029,PAY0004506,2025-05-19 12:07:48,3,421.09,39.94,42.11,14.2,1279.64,Delivered,4,In-Store
ORD0004507,CUST00388,PROD00108,STORE047,PAY0004507,2025-10-01 06:28:17,1,870.13,12.39,87.01,13.13,957.88,Shipped,2,In-Store
ORD0004508,CUST00889,PROD00237,STORE048,PAY0004508,2025-05-29 02:43:47,2,725.88,43.25,72.59,13.03,1494.13,Shipped,9,Web
ORD0004509,CUST00444,PROD00148,STORE021,PAY0004509,2025-07-04 02:00:40,5,640.82,44.02,64.08,5.32,3229.48,Returned,7,Web
ORD0004510,CUST00310,PROD00208,STORE021,PAY0004510,2026-04-07 06:30:06,4,676.85,15.88,67.69,10.85,2770.06,Shipped,4,Mobile App
ORD0004511,CUST00831,PROD00288,STORE009,PAY0004511,2026-02-17 12:01:22,2,269.43,10.54,26.94,5.87,561.13,Returned,3,Web
ORD0004512,CUST00310,PROD00037,STORE042,PAY0004512,2025-10-11 01:29:05,5,385.04,22.3,38.5,19.07,1960.47,Cancelled,8,In-Store
ORD0004513,CUST00791,PROD00205,STORE029,PAY0004513,2025-09-20 00:22:49,5,644.14,40.59,64.41,16.17,3260.69,Shipped,8,In-Store
ORD0004514,CUST00853,PROD00214,STORE044,PAY0004514,2025-06-15 00:07:55,5,266.31,6.49,26.63,7.32,1359.01,Delivered,2,Web
ORD0004515,CUST00905,PROD00150,STORE031,PAY0004515,2025-07-12 14:54:58,3,540.41,35.67,54.04,14.93,1654.53,Returned,1,In-Store
ORD0004516,CUST00232,PROD00144,STORE039,PAY0004516,2025-10-15 22:22:10,2,355.82,26.93,35.58,7.94,728.23,Shipped,10,Mobile App
ORD0004517,CUST00575,PROD00094,STORE015,PAY0004517,2026-04-04 15:56:07,1,201.18,11.93,20.12,5.21,214.58,Delivered,4,Web
ORD0004518,CUST00467,PROD00287,STORE048,PAY0004518,2026-05-07 05:41:19,2,393.61,47.22,39.36,11.07,790.43,Returned,1,Mobile App
ORD0004519,CUST00911,PROD00080,STORE027,PAY0004519,2025-11-15 20:39:27,1,225.49,45.31,22.55,15.8,218.53,Delivered,9,Web
ORD0004520,CUST00920,PROD00069,STORE010,PAY0004520,2025-10-28 16:25:27,5,920.41,9.22,92.04,18.96,4703.83,Delivered,10,Mobile App
ORD0004521,CUST00666,PROD00102,STORE010,PAY0004521,2026-03-28 23:44:18,1,143.66,3.21,14.37,16.92,171.74,Delivered,1,Mobile App
ORD0004522,CUST00917,PROD00293,STORE044,PAY0004522,2025-10-08 15:59:36,4,788.11,15.0,78.81,16.11,3232.36,Cancelled,1,Web
ORD0004523,CUST00970,PROD00294,STORE035,PAY0004523,2025-12-23 07:32:58,2,988.74,15.35,98.87,19.1,2080.1,Returned,3,Mobile App
ORD0004524,CUST00777,PROD00166,STORE020,PAY0004524,2025-07-21 07:09:28,1,675.64,40.37,67.56,12.52,715.35,Returned,8,In-Store
ORD0004525,CUST00687,PROD00286,STORE041,PAY0004525,2025-08-19 14:19:03,2,877.33,4.08,87.73,14.04,1852.35,Returned,8,Web
ORD0004526,CUST00607,PROD00103,STORE029,PAY0004526,2025-12-27 01:52:30,5,634.68,35.2,63.47,7.62,3209.29,Cancelled,5,Web
ORD0004527,CUST00330,PROD00223,STORE039,PAY0004527,2025-08-07 04:06:25,4,415.35,10.17,41.54,5.84,1698.61,Shipped,3,Mobile App
ORD0004528,CUST00480,PROD00182,STORE030,PAY0004528,2026-04-09 02:22:18,4,650.53,41.7,65.05,18.82,2644.29,Shipped,2,In-Store
ORD0004529,CUST00192,PROD00041,STORE037,PAY0004529,2026-03-08 23:00:15,4,153.39,6.27,15.34,18.03,640.66,Returned,3,In-Store
ORD0004530,CUST00972,PROD00176,STORE006,PAY0004530,2025-07-01 03:37:37,3,371.43,3.17,37.14,15.84,1164.1,Cancelled,6,In-Store
ORD0004531,CUST00119,PROD00126,STORE031,PAY0004531,2025-09-04 10:45:22,4,804.85,27.88,80.49,17.67,3289.68,Returned,2,Mobile App
ORD0004532,CUST00844,PROD00215,STORE024,PAY0004532,2025-09-22 19:26:34,3,710.54,20.95,71.05,5.36,2187.08,Delivered,9,Mobile App
ORD0004533,CUST00939,PROD00088,STORE001,PAY0004533,2025-11-14 18:38:39,3,421.09,6.29,42.11,5.75,1304.84,Returned,8,Web
ORD0004534,CUST00951,PROD00170,STORE009,PAY0004534,2026-04-08 06:01:17,4,155.63,11.22,15.56,7.48,634.34,Returned,5,Web
ORD0004535,CUST00668,PROD00073,STORE004,PAY0004535,2025-09-27 20:56:03,2,656.2,34.17,65.62,6.11,1349.96,Cancelled,8,In-Store
ORD0004536,CUST00326,PROD00004,STORE035,PAY0004536,2025-07-24 07:21:33,2,102.56,9.92,10.26,17.07,222.53,Delivered,7,Web
ORD0004537,CUST00919,PROD00125,STORE004,PAY0004537,2026-02-19 23:00:49,5,967.8,46.94,96.78,18.12,4906.96,Cancelled,3,In-Store
ORD0004538,CUST00320,PROD00109,STORE015,PAY0004538,2025-09-22 22:23:34,3,495.87,41.96,49.59,8.3,1503.54,Returned,10,Web
ORD0004539,CUST00323,PROD00243,STORE029,PAY0004539,2025-09-05 17:39:27,3,563.97,32.55,56.4,14.39,1730.15,Cancelled,4,Web
ORD0004540,CUST00682,PROD00300,STORE045,PAY0004540,2025-05-21 02:37:07,3,300.74,27.38,30.07,6.22,911.13,Delivered,6,In-Store
ORD0004541,CUST00129,PROD00249,STORE039,PAY0004541,2025-12-30 19:59:18,2,370.0,18.03,37.0,17.57,776.54,Delivered,10,In-Store
ORD0004542,CUST00454,PROD00287,STORE013,PAY0004542,2025-12-25 17:05:47,2,393.61,10.69,39.36,7.64,823.53,Cancelled,9,Mobile App
ORD0004543,CUST00061,PROD00128,STORE011,PAY0004543,2025-11-18 20:33:55,2,477.36,0.49,47.74,12.97,1014.94,Returned,4,In-Store
ORD0004544,CUST00609,PROD00260,STORE024,PAY0004544,2025-07-22 08:44:17,1,151.2,10.62,15.12,7.76,163.46,Returned,7,Mobile App
ORD0004545,CUST00446,PROD00064,STORE008,PAY0004545,2026-02-20 12:03:12,2,331.64,2.23,33.16,15.95,710.16,Delivered,8,In-Store
ORD0004546,CUST00842,PROD00148,STORE029,PAY0004546,2025-08-25 17:23:18,1,640.82,40.08,64.08,14.78,679.6,Delivered,2,In-Store
ORD0004547,CUST00317,PROD00276,STORE039,PAY0004547,2025-11-30 03:29:26,5,273.09,21.52,27.31,7.63,1378.87,Returned,6,Web
ORD0004548,CUST00336,PROD00049,STORE009,PAY0004548,2026-01-23 22:28:32,5,938.82,18.78,93.88,16.94,4786.14,Cancelled,5,Web
ORD0004549,CUST00860,PROD00039,STORE046,PAY0004549,2026-03-10 20:15:21,3,964.93,42.83,96.49,6.25,2954.7,Cancelled,6,Web
ORD0004550,CUST00274,PROD00134,STORE001,PAY0004550,2025-05-13 08:03:12,5,157.13,29.56,15.71,10.58,782.38,Shipped,9,In-Store
ORD0004551,CUST00575,PROD00041,STORE044,PAY0004551,2026-03-08 19:02:20,1,153.39,35.38,15.34,7.4,140.75,Shipped,5,Web
ORD0004552,CUST00397,PROD00250,STORE047,PAY0004552,2025-09-04 17:59:59,2,902.12,47.0,90.21,15.64,1863.09,Returned,8,Mobile App
ORD0004553,CUST00806,PROD00107,STORE048,PAY0004553,2026-02-25 10:05:34,2,965.54,30.88,96.55,17.88,2014.63,Cancelled,1,Mobile App
ORD0004554,CUST00810,PROD00284,STORE017,PAY0004554,2025-11-27 08:50:33,3,111.33,43.37,11.13,7.83,309.58,Cancelled,1,Mobile App
ORD0004555,CUST00926,PROD00058,STORE037,PAY0004555,2025-10-07 03:09:44,5,553.63,45.89,55.36,17.45,2795.07,Shipped,9,Mobile App
ORD0004556,CUST00115,PROD00059,STORE017,PAY0004556,2026-03-22 03:35:50,1,285.03,7.14,28.5,5.32,311.71,Delivered,1,In-Store
ORD0004557,CUST00119,PROD00088,STORE042,PAY0004557,2025-10-03 16:58:47,3,421.09,0.62,42.11,10.17,1314.93,Shipped,9,Mobile App
ORD0004558,CUST00519,PROD00260,STORE020,PAY0004558,2025-10-03 11:20:52,3,151.2,11.71,15.12,5.89,462.9,Cancelled,5,Mobile App
ORD0004559,CUST00568,PROD00254,STORE010,PAY0004559,2025-06-16 14:56:56,5,371.57,31.76,37.16,13.37,1876.62,Shipped,2,Web
ORD0004560,CUST00528,PROD00100,STORE035,PAY0004560,2025-12-07 01:33:08,1,526.48,24.53,52.65,16.87,571.47,Cancelled,8,Web
ORD0004561,CUST00146,PROD00170,STORE035,PAY0004561,2026-03-05 11:53:26,3,155.63,21.74,15.56,12.8,473.51,Shipped,4,In-Store
ORD0004562,CUST00205,PROD00192,STORE034,PAY0004562,2025-12-10 21:54:57,2,708.05,38.22,70.8,16.28,1464.96,Shipped,1,Mobile App
ORD0004563,CUST00991,PROD00085,STORE045,PAY0004563,2025-08-22 17:55:27,3,93.5,1.42,9.35,10.7,299.13,Returned,9,Mobile App
ORD0004564,CUST00242,PROD00107,STORE047,PAY0004564,2025-10-13 11:57:03,2,965.54,6.03,96.55,12.62,2034.22,Returned,5,In-Store
ORD0004565,CUST00242,PROD00032,STORE043,PAY0004565,2025-08-22 07:17:10,5,555.63,26.1,55.56,7.64,2815.25,Cancelled,8,In-Store
ORD0004566,CUST00287,PROD00190,STORE032,PAY0004566,2025-05-30 12:54:06,1,607.95,26.71,60.8,19.17,661.21,Delivered,4,Web
ORD0004567,CUST00292,PROD00046,STORE027,PAY0004567,2025-09-16 02:48:56,1,823.69,11.62,82.37,10.27,904.71,Shipped,4,In-Store
ORD0004568,CUST00356,PROD00164,STORE049,PAY0004568,2025-11-19 11:42:45,4,309.44,9.55,30.94,14.46,1273.61,Delivered,5,Web
ORD0004569,CUST00058,PROD00299,STORE048,PAY0004569,2025-10-15 09:38:19,4,98.44,45.76,9.84,13.47,371.31,Cancelled,4,In-Store
ORD0004570,CUST00108,PROD00026,STORE041,PAY0004570,2025-08-27 17:33:17,3,719.74,5.32,71.97,5.0,2230.87,Cancelled,8,Mobile App
ORD0004571,CUST00878,PROD00296,STORE038,PAY0004571,2025-05-15 03:12:07,5,118.27,7.51,11.83,10.57,606.24,Shipped,7,Web
ORD0004572,CUST00296,PROD00122,STORE050,PAY0004572,2025-10-20 06:02:00,2,357.36,18.69,35.74,19.22,750.99,Shipped,2,Web
ORD0004573,CUST00062,PROD00293,STORE042,PAY0004573,2025-12-07 04:17:34,1,788.11,30.39,78.81,9.93,846.46,Cancelled,1,Mobile App
ORD0004574,CUST00051,PROD00246,STORE012,PAY0004574,2026-01-20 15:18:33,4,267.69,17.95,26.77,9.8,1089.38,Shipped,5,Mobile App
ORD0004575,CUST00503,PROD00019,STORE015,PAY0004575,2025-05-13 08:07:08,3,506.48,47.28,50.65,6.49,1529.3,Delivered,9,Web
ORD0004576,CUST00800,PROD00069,STORE001,PAY0004576,2025-07-13 08:14:12,5,920.41,10.59,92.04,17.58,4701.08,Cancelled,5,In-Store
ORD0004577,CUST00225,PROD00272,STORE040,PAY0004577,2025-06-25 09:05:20,3,609.98,43.39,61.0,7.46,1855.01,Delivered,6,Mobile App
ORD0004578,CUST00866,PROD00276,STORE006,PAY0004578,2025-06-29 14:38:58,5,273.09,26.93,27.31,17.41,1383.24,Cancelled,7,In-Store
ORD0004579,CUST00598,PROD00187,STORE006,PAY0004579,2026-04-08 19:44:43,4,565.99,19.37,56.6,8.28,2309.47,Cancelled,2,In-Store
ORD0004580,CUST00306,PROD00131,STORE017,PAY0004580,2026-01-27 15:59:12,4,290.95,23.96,29.09,7.67,1176.6,Returned,6,Web
ORD0004581,CUST00804,PROD00114,STORE030,PAY0004581,2025-08-07 07:27:45,5,748.85,5.06,74.89,11.53,3825.61,Shipped,7,Web
ORD0004582,CUST00227,PROD00059,STORE003,PAY0004582,2025-06-26 03:15:51,1,285.03,49.37,28.5,13.84,278.0,Cancelled,4,In-Store
ORD0004583,CUST00681,PROD00134,STORE041,PAY0004583,2025-12-18 05:27:35,3,157.13,43.19,15.71,8.32,452.23,Cancelled,2,Web
ORD0004584,CUST00394,PROD00049,STORE010,PAY0004584,2025-07-21 22:30:24,4,938.82,32.14,93.88,17.91,3834.93,Shipped,8,Web
ORD0004585,CUST00307,PROD00075,STORE020,PAY0004585,2025-06-01 15:59:15,4,739.32,26.17,73.93,17.08,3022.12,Delivered,1,In-Store
ORD0004586,CUST00776,PROD00170,STORE043,PAY0004586,2026-04-24 13:55:33,5,155.63,8.18,15.56,8.51,794.04,Shipped,2,Mobile App
ORD0004587,CUST00456,PROD00204,STORE037,PAY0004587,2026-04-04 22:55:36,2,692.88,28.48,69.29,13.1,1439.67,Shipped,4,In-Store
ORD0004588,CUST00639,PROD00292,STORE025,PAY0004588,2025-07-17 22:48:41,4,378.33,11.51,37.83,10.58,1550.22,Shipped,4,Mobile App
ORD0004589,CUST00263,PROD00064,STORE001,PAY0004589,2026-04-14 08:57:59,5,331.64,13.79,33.16,15.64,1693.21,Cancelled,9,In-Store
ORD0004590,CUST00813,PROD00104,STORE035,PAY0004590,2026-01-12 23:58:53,2,85.67,0.22,8.57,19.78,199.47,Shipped,10,Web
ORD0004591,CUST00939,PROD00142,STORE034,PAY0004591,2025-10-21 18:37:02,2,89.79,18.68,8.98,15.59,185.47,Shipped,7,Mobile App
ORD0004592,CUST00912,PROD00243,STORE036,PAY0004592,2025-07-10 00:00:15,1,563.97,7.24,56.4,18.59,631.72,Cancelled,5,Mobile App
ORD0004593,CUST00095,PROD00160,STORE031,PAY0004593,2025-10-14 04:24:27,3,637.71,28.08,63.77,10.97,1959.79,Cancelled,7,Mobile App
ORD0004594,CUST00832,PROD00221,STORE034,PAY0004594,2025-11-08 09:39:27,2,794.11,9.86,79.41,13.56,1671.33,Cancelled,9,Mobile App
ORD0004595,CUST00080,PROD00221,STORE030,PAY0004595,2025-07-25 02:38:17,4,794.11,38.31,79.41,13.64,3231.18,Returned,8,Mobile App
ORD0004596,CUST00567,PROD00188,STORE017,PAY0004596,2025-07-15 04:01:43,1,892.31,33.95,89.23,15.2,962.79,Shipped,1,In-Store
ORD0004597,CUST00137,PROD00155,STORE028,PAY0004597,2025-07-19 08:10:53,3,732.63,42.4,73.26,10.83,2239.58,Returned,3,In-Store
ORD0004598,CUST00114,PROD00134,STORE033,PAY0004598,2026-02-24 11:51:12,5,157.13,42.05,15.71,6.17,765.48,Shipped,7,In-Store
ORD0004599,CUST00968,PROD00093,STORE003,PAY0004599,2025-12-11 11:41:57,1,481.53,46.23,48.15,18.76,502.21,Shipped,8,Mobile App
ORD0004600,CUST00026,PROD00260,STORE042,PAY0004600,2025-09-07 18:56:22,2,151.2,34.45,15.12,11.45,294.52,Cancelled,4,In-Store
ORD0004601,CUST00145,PROD00182,STORE002,PAY0004601,2025-07-20 14:00:57,5,650.53,15.54,65.05,7.48,3309.64,Returned,6,In-Store
ORD0004602,CUST00759,PROD00270,STORE002,PAY0004602,2026-02-20 13:26:16,2,492.47,18.05,49.25,20.0,1036.14,Delivered,10,Mobile App
ORD0004603,CUST00268,PROD00162,STORE023,PAY0004603,2025-11-23 19:37:47,2,135.38,16.47,13.54,9.7,277.53,Shipped,7,Mobile App
ORD0004604,CUST00849,PROD00030,STORE039,PAY0004604,2026-02-24 19:56:37,2,467.61,20.38,46.76,12.67,974.27,Shipped,6,In-Store
ORD0004605,CUST00921,PROD00156,STORE007,PAY0004605,2026-02-18 03:32:16,3,140.7,34.62,14.07,17.83,419.38,Shipped,2,Mobile App
ORD0004606,CUST00592,PROD00166,STORE040,PAY0004606,2025-10-02 02:46:14,3,675.64,22.64,67.56,14.0,2085.84,Delivered,7,In-Store
ORD0004607,CUST00808,PROD00120,STORE031,PAY0004607,2025-10-08 04:59:23,1,515.02,2.99,51.5,9.55,573.08,Delivered,8,Web
ORD0004608,CUST00554,PROD00277,STORE040,PAY0004608,2026-01-27 03:14:22,1,644.87,43.83,64.49,10.77,676.3,Shipped,9,Mobile App
ORD0004609,CUST00660,PROD00099,STORE030,PAY0004609,2025-11-03 04:55:27,4,97.38,30.89,9.74,5.56,373.93,Cancelled,9,In-Store
ORD0004610,CUST00748,PROD00218,STORE049,PAY0004610,2025-09-06 14:57:17,3,439.94,48.04,43.99,19.85,1335.62,Shipped,1,Web
ORD0004611,CUST00238,PROD00047,STORE033,PAY0004611,2025-09-02 01:26:40,1,559.12,43.36,55.91,8.79,580.46,Delivered,5,In-Store
ORD0004612,CUST00703,PROD00055,STORE042,PAY0004612,2025-08-28 18:22:53,5,508.91,44.34,50.89,14.54,2565.64,Delivered,1,Mobile App
ORD0004613,CUST00916,PROD00010,STORE045,PAY0004613,2026-03-30 11:50:23,5,774.96,48.94,77.5,10.46,3913.82,Shipped,3,In-Store
ORD0004614,CUST00069,PROD00036,STORE040,PAY0004614,2026-01-31 01:59:40,2,111.17,14.92,11.12,7.51,226.05,Delivered,2,Mobile App
ORD0004615,CUST00225,PROD00238,STORE011,PAY0004615,2025-12-09 19:56:50,3,91.14,4.23,9.11,14.42,292.72,Delivered,6,Mobile App
ORD0004616,CUST00287,PROD00271,STORE015,PAY0004616,2025-07-29 09:01:35,2,95.55,5.79,9.55,13.72,208.58,Cancelled,5,Mobile App
ORD0004617,CUST00336,PROD00232,STORE041,PAY0004617,2025-11-11 11:11:24,2,121.85,35.39,12.19,5.59,226.09,Returned,7,In-Store
ORD0004618,CUST00278,PROD00121,STORE004,PAY0004618,2026-03-28 22:27:36,4,602.16,28.25,60.22,18.58,2459.19,Returned,5,Web
ORD0004619,CUST00958,PROD00071,STORE007,PAY0004619,2026-05-06 22:36:21,3,386.12,46.42,38.61,18.66,1169.21,Cancelled,3,In-Store
ORD0004620,CUST00078,PROD00023,STORE049,PAY0004620,2025-08-24 08:03:47,2,270.01,10.34,27.0,11.97,568.65,Returned,6,In-Store
ORD0004621,CUST00509,PROD00175,STORE011,PAY0004621,2025-10-27 18:41:23,5,493.02,14.94,49.3,5.52,2504.98,Cancelled,9,Mobile App
ORD0004622,CUST00379,PROD00061,STORE008,PAY0004622,2025-09-27 16:43:03,5,592.31,22.08,59.23,15.26,3013.96,Cancelled,9,In-Store
ORD0004623,CUST00738,PROD00153,STORE016,PAY0004623,2026-01-17 00:20:03,1,604.44,18.97,60.44,18.12,664.03,Cancelled,8,In-Store
ORD0004624,CUST00949,PROD00109,STORE029,PAY0004624,2026-02-16 02:28:04,4,495.87,38.91,49.59,10.42,2004.58,Shipped,2,Web
ORD0004625,CUST00804,PROD00216,STORE050,PAY0004625,2025-10-03 12:05:52,2,212.54,44.14,21.25,6.58,408.77,Returned,4,Web
ORD0004626,CUST00735,PROD00260,STORE036,PAY0004626,2025-06-13 11:10:54,3,151.2,30.67,15.12,16.32,454.37,Cancelled,5,Web
ORD0004627,CUST00277,PROD00296,STORE011,PAY0004627,2025-12-13 20:15:02,2,118.27,27.55,11.83,15.06,235.88,Cancelled,5,Mobile App
ORD0004628,CUST00989,PROD00225,STORE023,PAY0004628,2025-05-30 14:08:36,1,570.11,40.3,57.01,9.85,596.67,Returned,9,In-Store
ORD0004629,CUST00247,PROD00007,STORE038,PAY0004629,2025-07-08 16:37:07,5,130.49,23.75,13.05,12.92,654.67,Returned,10,In-Store
ORD0004630,CUST00040,PROD00103,STORE010,PAY0004630,2025-08-06 16:31:51,4,634.68,28.99,63.47,18.97,2592.17,Returned,10,Mobile App
ORD0004631,CUST01000,PROD00249,STORE037,PAY0004631,2026-03-11 17:34:11,5,370.0,28.69,37.0,5.28,1863.59,Delivered,8,Mobile App
ORD0004632,CUST00236,PROD00150,STORE002,PAY0004632,2025-12-25 20:51:14,2,540.41,48.49,54.04,8.31,1094.68,Cancelled,7,Mobile App
ORD0004633,CUST00140,PROD00096,STORE023,PAY0004633,2025-10-31 02:03:15,2,757.19,27.04,75.72,6.52,1569.58,Cancelled,8,In-Store
ORD0004634,CUST00144,PROD00029,STORE045,PAY0004634,2026-02-16 01:16:07,3,87.55,26.0,8.76,13.41,258.82,Returned,1,Mobile App
ORD0004635,CUST00141,PROD00035,STORE007,PAY0004635,2026-01-04 20:40:41,2,983.45,33.59,98.35,6.68,2038.34,Returned,5,In-Store
ORD0004636,CUST00150,PROD00198,STORE044,PAY0004636,2025-12-20 09:33:31,3,518.17,37.82,51.82,15.47,1583.98,Delivered,2,Mobile App
ORD0004637,CUST00912,PROD00013,STORE031,PAY0004637,2025-07-08 05:07:21,4,546.9,33.92,54.69,17.69,2226.06,Shipped,4,Web
ORD0004638,CUST00973,PROD00235,STORE026,PAY0004638,2025-12-09 06:36:46,1,825.19,22.34,82.52,17.98,903.35,Cancelled,1,Mobile App
ORD0004639,CUST00291,PROD00252,STORE020,PAY0004639,2026-03-02 08:49:51,1,185.27,5.13,18.53,6.13,204.8,Returned,7,In-Store
ORD0004640,CUST00346,PROD00086,STORE024,PAY0004640,2026-02-05 01:16:23,1,621.37,4.24,62.14,14.0,693.27,Returned,4,Web
